,acquisition_date,acquisitions
14242,1981-07-02,7
14243,1981-07-01,4
14244,1981-06-30,9
14245,1981-06-29,10
14246,1981-06-28,9
14247,1981-06-27,12
14248,1981-06-26,10
14249,1981-06-25,11
14250,1981-06-24,6
14251,1981-06-23,3
14252,1981-06-22,8
14253,1981-06-21,6
14254,1981-06-20,6
14255,1981-06-19,5
14256,1981-06-18,10
14257,1981-06-17,5
14258,1981-06-16,13
14259,1981-06-15,8
14260,1981-06-14,9
14261,1981-06-13,11
14262,1981-06-12,4
14263,1981-06-11,8
14264,1981-06-10,6
14265,1981-06-09,10
14266,1981-06-08,11
14267,1981-06-07,13
14268,1981-06-06,9
14269,1981-06-05,12
14270,1981-06-04,6
14271,1981-06-03,12
14272,1981-06-02,7
14273,1981-06-01,15
14274,1981-05-31,13
14275,1981-05-30,17
14276,1981-05-29,9
14277,1981-05-28,7
14278,1981-05-27,13
14279,1981-05-26,13
14280,1981-05-25,12
14281,1981-05-24,11
14282,1981-05-23,13
14283,1981-05-22,12
14284,1981-05-21,15
14285,1981-05-20,5
14286,1981-05-19,8
14287,1981-05-18,7
14288,1981-05-17,8
14289,1981-05-16,7
14290,1981-05-15,13
14291,1981-05-14,6
14292,1981-05-13,7
14293,1981-05-12,14
14294,1981-05-11,13
14295,1981-05-10,12
14296,1981-05-09,8
14297,1981-05-08,9
14298,1981-05-07,11
14299,1981-05-06,4
14300,1981-05-05,5
14301,1981-05-04,5
14302,1981-05-03,9
14303,1981-05-02,9
14304,1981-05-01,8
14305,1981-04-30,7
14306,1981-04-29,7
14307,1981-04-28,14
14308,1981-04-27,10
14309,1981-04-26,10
14310,1981-04-25,13
14311,1981-04-24,10
14312,1981-04-23,6
14313,1981-04-22,10
14314,1981-04-21,8
14315,1981-04-20,4
14316,1981-04-19,12
14317,1981-04-18,7
14318,1981-04-17,9
14319,1981-04-16,13
14320,1981-04-15,6
14321,1981-04-14,9
14322,1981-04-13,5
14323,1981-04-12,12
14324,1981-04-11,14
14325,1981-04-10,11
14326,1981-04-09,13
14327,1981-04-08,8
14328,1981-04-07,10
14329,1981-04-06,11
14330,1981-04-05,11
14331,1981-04-04,9
14332,1981-04-03,7
14333,1981-04-02,13
14334,1981-04-01,8
14335,1981-03-31,14
14336,1981-03-30,14
14337,1981-03-29,10
14338,1981-03-28,7
14339,1981-03-27,2
14340,1981-03-26,8
14341,1981-03-25,6
14342,1981-03-24,8
14343,1981-03-23,4
14344,1981-03-22,12
14345,1981-03-21,6
14346,1981-03-20,5
14347,1981-03-19,3
14348,1981-03-18,8
14349,1981-03-17,7
14350,1981-03-16,6
14351,1981-03-15,10
14352,1981-03-14,11
14353,1981-03-13,7
14354,1981-03-12,8
14355,1981-03-11,10
14356,1981-03-10,16
14357,1981-03-09,15
14358,1981-03-08,9
14359,1981-03-07,10
14360,1981-03-06,7
14361,1981-03-05,9
14362,1981-03-04,4
14363,1981-03-03,10
14364,1981-03-02,10
14365,1981-03-01,7
14366,1981-02-28,6
14367,1981-02-27,8
14368,1981-02-26,7
14369,1981-02-25,8
14370,1981-02-24,10
14371,1981-02-23,10
14372,1981-02-22,8
14373,1981-02-21,13
14374,1981-02-20,11
14375,1981-02-19,8
14376,1981-02-18,8
14377,1981-02-17,8
14378,1981-02-16,4
14379,1981-02-15,13
14380,1981-02-14,8
14381,1981-02-13,10
14382,1981-02-12,7
14383,1981-02-11,4
14384,1981-02-10,13
14385,1981-02-09,9
14386,1981-02-08,13
14387,1981-02-07,12
14388,1981-02-06,8
14389,1981-02-05,5
14390,1981-02-04,13
14391,1981-02-03,10
14392,1981-02-02,9
14393,1981-02-01,13
14394,1981-01-31,7
14395,1981-01-30,4
14396,1981-01-29,11
14397,1981-01-28,12
14398,1981-01-27,9
14399,1981-01-26,12
14400,1981-01-25,8
14401,1981-01-24,10
14402,1981-01-23,7
14403,1981-01-22,15
14404,1981-01-21,3
14405,1981-01-20,10
14406,1981-01-19,8
14407,1981-01-18,8
14408,1981-01-17,11
14409,1981-01-16,8
14410,1981-01-15,9
14411,1981-01-14,10
14412,1981-01-13,13
14413,1981-01-12,7
14414,1981-01-11,7
14415,1981-01-10,11
14416,1981-01-09,10
14417,1981-01-08,11
14418,1981-01-07,11
14419,1981-01-06,13
14420,1981-01-05,8
14421,1981-01-04,12
14422,1981-01-03,5
14423,1981-01-02,5
14424,1981-01-01,10
14425,1980-12-31,13
14426,1980-12-30,8
14427,1980-12-29,9
14428,1980-12-28,10
14429,1980-12-27,10
14430,1980-12-26,9
14431,1980-12-25,13
14432,1980-12-24,9
14433,1980-12-23,8
14434,1980-12-22,10
14435,1980-12-21,7
14436,1980-12-20,7
14437,1980-12-19,10
14438,1980-12-18,11
14439,1980-12-17,10
14440,1980-12-16,13
14441,1980-12-15,10
14442,1980-12-14,9
14443,1980-12-13,10
14444,1980-12-12,13
14445,1980-12-11,11
14446,1980-12-10,7
14447,1980-12-09,13
14448,1980-12-08,8
14449,1980-12-07,10
14450,1980-12-06,10
14451,1980-12-05,7
14452,1980-12-04,15
14453,1980-12-03,9
14454,1980-12-02,15
14455,1980-12-01,12
14456,1980-11-30,19
14457,1980-11-29,13
14458,1980-11-28,8
14459,1980-11-27,8
14460,1980-11-26,14
14461,1980-11-25,16
14462,1980-11-24,6
14463,1980-11-23,6
14464,1980-11-22,9
14465,1980-11-21,11
14466,1980-11-20,8
14467,1980-11-19,9
14468,1980-11-18,15
14469,1980-11-17,10
14470,1980-11-16,10
14471,1980-11-15,13
14472,1980-11-14,7
14473,1980-11-13,13
14474,1980-11-12,13
14475,1980-11-11,11
14476,1980-11-10,12
14477,1980-11-09,9
14478,1980-11-08,13
14479,1980-11-07,14
14480,1980-11-06,6
14481,1980-11-05,8
14482,1980-11-04,8
14483,1980-11-03,11
14484,1980-11-02,9
14485,1980-11-01,15
14486,1980-10-31,10
14487,1980-10-30,6
14488,1980-10-29,11
14489,1980-10-28,4
14490,1980-10-27,6
14491,1980-10-26,18
14492,1980-10-25,17
14493,1980-10-24,8
14494,1980-10-23,7
14495,1980-10-22,7
14496,1980-10-21,12
14497,1980-10-20,4
14498,1980-10-19,12
14499,1980-10-18,10
14500,1980-10-17,13
14501,1980-10-16,12
14502,1980-10-15,11
14503,1980-10-14,11
14504,1980-10-13,13
14505,1980-10-12,11
14506,1980-10-11,12
14507,1980-10-10,8
14508,1980-10-09,10
14509,1980-10-08,9
14510,1980-10-07,9
14511,1980-10-06,12
14512,1980-10-05,11
14513,1980-10-04,8
14514,1980-10-03,10
14515,1980-10-02,9
14516,1980-10-01,13
14517,1980-09-30,9
14518,1980-09-29,12
14519,1980-09-28,7
14520,1980-09-27,9
14521,1980-09-26,11
14522,1980-09-25,9
14523,1980-09-24,8
14524,1980-09-23,8
14525,1980-09-22,10
14526,1980-09-21,10
14527,1980-09-20,8
14528,1980-09-19,8
14529,1980-09-18,14
14530,1980-09-17,11
14531,1980-09-16,9
14532,1980-09-15,14
14533,1980-09-14,3
14534,1980-09-13,10
14535,1980-09-12,4
14536,1980-09-11,13
14537,1980-09-10,13
14538,1980-09-09,9
14539,1980-09-08,12
14540,1980-09-07,8
14541,1980-09-06,6
14542,1980-09-05,12
14543,1980-09-04,9
14544,1980-09-03,8
14545,1980-09-02,11
14546,1980-09-01,12
14547,1980-08-31,14
14548,1980-08-30,10
14549,1980-08-29,8
14550,1980-08-28,6
14551,1980-08-27,7
14552,1980-08-26,8
14553,1980-08-25,9
14554,1980-08-24,6
14555,1980-08-23,11
14556,1980-08-22,13
14557,1980-08-21,7
14558,1980-08-20,12
14559,1980-08-19,18
14560,1980-08-18,11
14561,1980-08-17,10
14562,1980-08-16,10
14563,1980-08-15,10
14564,1980-08-14,7
14565,1980-08-13,12
14566,1980-08-12,13
14567,1980-08-11,11
14568,1980-08-10,8
14569,1980-08-09,8
14570,1980-08-08,8
14571,1980-08-07,10
14572,1980-08-06,13
14573,1980-08-05,10
14574,1980-08-04,10
14575,1980-08-03,7
14576,1980-08-02,6
14577,1980-08-01,8
14578,1980-07-31,11
14579,1980-07-30,4
14580,1980-07-29,5
14581,1980-07-28,8
14582,1980-07-27,10
14583,1980-07-26,10
14584,1980-07-25,8
14585,1980-07-24,7
14586,1980-07-23,10
14587,1980-07-22,10
14588,1980-07-21,11
14589,1980-07-20,9
14590,1980-07-19,7
14591,1980-07-18,7
14592,1980-07-17,9
14593,1980-07-16,10
14594,1980-07-15,12
14595,1980-07-14,4
14596,1980-07-13,10
14597,1980-07-12,8
14598,1980-07-11,6
14599,1980-07-10,7
14600,1980-07-09,9
14601,1980-07-08,9
14602,1980-07-07,7
14603,1980-07-06,8
14604,1980-07-05,10
14605,1980-07-04,10
14606,1980-07-03,6
14607,1980-07-02,4
14608,1980-07-01,13
14609,1980-06-30,11
14610,1980-06-29,12
14611,1980-06-28,10
14612,1980-06-27,11
14613,1980-06-26,9
14614,1980-06-25,7
14615,1980-06-24,10
14616,1980-06-23,11
14617,1980-06-22,9
14618,1980-06-21,9
14619,1980-06-20,13
14620,1980-06-19,4
14621,1980-06-18,6
14622,1980-06-17,3
14623,1980-06-16,6
14624,1980-06-15,12
14625,1980-06-14,14
14626,1980-06-13,6
14627,1980-06-12,13
14628,1980-06-11,10
14629,1980-06-10,9
14630,1980-06-09,6
14631,1980-06-08,5
14632,1980-06-07,10
14633,1980-06-06,5
14634,1980-06-05,5
14635,1980-06-04,6
14636,1980-06-03,4
14637,1980-06-02,10
14638,1980-06-01,9
14639,1980-05-31,6
14640,1980-05-30,10
14641,1980-05-29,5
14642,1980-05-28,9
14643,1980-05-27,12
14644,1980-05-26,12
14645,1980-05-25,7
14646,1980-05-24,7
14647,1980-05-23,7
14648,1980-05-22,8
14649,1980-05-21,8
14650,1980-05-20,7
14651,1980-05-19,5
14652,1980-05-18,8
14653,1980-05-17,10
14654,1980-05-16,6
14655,1980-05-15,5
14656,1980-05-14,8
14657,1980-05-13,10
14658,1980-05-12,7
14659,1980-05-11,11
14660,1980-05-10,12
14661,1980-05-09,5
14662,1980-05-08,8
14663,1980-05-07,13
14664,1980-05-06,11
14665,1980-05-05,6
14666,1980-05-04,5
14667,1980-05-03,6
14668,1980-05-02,8
14669,1980-05-01,7
14670,1980-04-30,14
14671,1980-04-29,8
14672,1980-04-28,12
14673,1980-04-27,11
14674,1980-04-26,7
14675,1980-04-25,8
14676,1980-04-24,6
14677,1980-04-23,10
14678,1980-04-22,8
14679,1980-04-21,10
14680,1980-04-20,11
14681,1980-04-19,9
14682,1980-04-18,3
14683,1980-04-17,10
14684,1980-04-16,6
14685,1980-04-15,8
14686,1980-04-14,6
14687,1980-04-13,15
14688,1980-04-12,16
14689,1980-04-11,10
14690,1980-04-10,8
14691,1980-04-09,9
14692,1980-04-08,13
14693,1980-04-07,16
14694,1980-04-06,10
14695,1980-04-05,8
14696,1980-04-04,3
14697,1980-04-03,6
14698,1980-04-02,11
14699,1980-04-01,1
14700,1980-03-31,8
14701,1980-03-30,8
14702,1980-03-29,12
14703,1980-03-28,3
14704,1980-03-27,7
14705,1980-03-26,8
14706,1980-03-25,5
14707,1980-03-24,7
14708,1980-03-23,5
14709,1980-03-22,9
14710,1980-03-21,4
14711,1980-03-20,10
14712,1980-03-19,9
14713,1980-03-18,7
14714,1980-03-17,12
14715,1980-03-16,5
14716,1980-03-15,9
14717,1980-03-14,15
14718,1980-03-13,11
14719,1980-03-12,5
14720,1980-03-11,14
14721,1980-03-10,9
14722,1980-03-09,8
14723,1980-03-08,15
14724,1980-03-07,9
14725,1980-03-06,13
14726,1980-03-05,5
14727,1980-03-04,11
14728,1980-03-03,7
14729,1980-03-02,15
14730,1980-03-01,9
14731,1980-02-29,7
14732,1980-02-28,17
14733,1980-02-27,10
14734,1980-02-26,8
14735,1980-02-25,14
14736,1980-02-24,7
14737,1980-02-23,13
14738,1980-02-22,11
14739,1980-02-21,9
14740,1980-02-20,10
14741,1980-02-19,7
14742,1980-02-18,12
14743,1980-02-17,9
14744,1980-02-16,12
14745,1980-02-15,8
14746,1980-02-14,4
14747,1980-02-13,10
14748,1980-02-12,12
14749,1980-02-11,14
14750,1980-02-10,11
14751,1980-02-09,11
14752,1980-02-08,10
14753,1980-02-07,16
14754,1980-02-06,10
14755,1980-02-05,10
14756,1980-02-04,15
14757,1980-02-03,5
14758,1980-02-02,12
14759,1980-02-01,7
14760,1980-01-31,20
14761,1980-01-30,5
14762,1980-01-29,11
14763,1980-01-28,14
14764,1980-01-27,11
14765,1980-01-26,11
14766,1980-01-25,9
14767,1980-01-24,7
14768,1980-01-23,16
14769,1980-01-22,10
14770,1980-01-21,9
14771,1980-01-20,8
14772,1980-01-19,10
14773,1980-01-18,7
14774,1980-01-17,6
14775,1980-01-16,7
14776,1980-01-15,6
14777,1980-01-14,9
14778,1980-01-13,9
14779,1980-01-12,10
14780,1980-01-11,10
14781,1980-01-10,9
14782,1980-01-09,9
14783,1980-01-08,12
14784,1980-01-07,10
14785,1980-01-06,15
14786,1980-01-05,13
14787,1980-01-04,8
14788,1980-01-03,15
14789,1980-01-02,11
14790,1980-01-01,12
14791,1979-12-31,8
14792,1979-12-30,11
14793,1979-12-29,11
14794,1979-12-28,7
14795,1979-12-27,8
14796,1979-12-26,11
14797,1979-12-25,14
14798,1979-12-24,11
14799,1979-12-23,13
14800,1979-12-22,14
14801,1979-12-21,11
14802,1979-12-20,8
14803,1979-12-19,15
14804,1979-12-18,13
14805,1979-12-17,9
14806,1979-12-16,10
14807,1979-12-15,8
14808,1979-12-14,10
14809,1979-12-13,15
14810,1979-12-12,14
14811,1979-12-11,10
14812,1979-12-10,8
14813,1979-12-09,11
14814,1979-12-08,9
14815,1979-12-07,9
14816,1979-12-06,21
14817,1979-12-05,7
14818,1979-12-04,6
14819,1979-12-03,9
14820,1979-12-02,12
14821,1979-12-01,6
14822,1979-11-30,8
14823,1979-11-29,2
14824,1979-11-28,5
14825,1979-11-27,11
14826,1979-11-26,9
14827,1979-11-25,15
14828,1979-11-24,8
14829,1979-11-23,10
14830,1979-11-22,10
14831,1979-11-21,8
14832,1979-11-20,13
14833,1979-11-19,12
14834,1979-11-18,9
14835,1979-11-17,10
14836,1979-11-16,12
14837,1979-11-15,11
14838,1979-11-14,10
14839,1979-11-13,16
14840,1979-11-12,10
14841,1979-11-11,8
14842,1979-11-10,8
14843,1979-11-09,8
14844,1979-11-08,7
14845,1979-11-07,10
14846,1979-11-06,11
14847,1979-11-05,16
14848,1979-11-04,13
14849,1979-11-03,8
14850,1979-11-02,12
14851,1979-11-01,8
14852,1979-10-31,8
14853,1979-10-30,8
14854,1979-10-29,11
14855,1979-10-28,12
14856,1979-10-27,12
14857,1979-10-26,11
14858,1979-10-25,11
14859,1979-10-24,6
14860,1979-10-23,16
14861,1979-10-22,14
14862,1979-10-21,2
14863,1979-10-20,17
14864,1979-10-19,7
14865,1979-10-18,8
14866,1979-10-17,12
14867,1979-10-16,9
14868,1979-10-15,9
14869,1979-10-14,7
14870,1979-10-13,10
14871,1979-10-12,9
14872,1979-10-11,9
14873,1979-10-10,11
14874,1979-10-09,6
14875,1979-10-08,11
14876,1979-10-07,11
14877,1979-10-06,9
14878,1979-10-05,7
14879,1979-10-04,8
14880,1979-10-03,12
14881,1979-10-02,14
14882,1979-10-01,14
14883,1979-09-30,11
14884,1979-09-29,10
14885,1979-09-28,8
14886,1979-09-27,8
14887,1979-09-26,6
14888,1979-09-25,5
14889,1979-09-24,3
14890,1979-09-23,7
14891,1979-09-22,8
14892,1979-09-21,15
14893,1979-09-20,13
14894,1979-09-19,9
14895,1979-09-18,9
14896,1979-09-17,7
14897,1979-09-16,8
14898,1979-09-15,10
14899,1979-09-14,8
14900,1979-09-13,5
14901,1979-09-12,13
14902,1979-09-11,13
14903,1979-09-10,9
14904,1979-09-09,7
14905,1979-09-08,9
14906,1979-09-07,7
14907,1979-09-06,7
14908,1979-09-05,8
14909,1979-09-04,5
14910,1979-09-03,12
14911,1979-09-02,8
14912,1979-09-01,13
14913,1979-08-31,7
14914,1979-08-30,7
14915,1979-08-29,8
14916,1979-08-28,9
14917,1979-08-27,8
14918,1979-08-26,12
14919,1979-08-25,10
14920,1979-08-24,13
14921,1979-08-23,14
14922,1979-08-22,8
14923,1979-08-21,10
14924,1979-08-20,14
14925,1979-08-19,9
14926,1979-08-18,5
14927,1979-08-17,14
14928,1979-08-16,5
14929,1979-08-15,8
14930,1979-08-14,10
14931,1979-08-13,9
14932,1979-08-12,11
14933,1979-08-11,7
14934,1979-08-10,7
14935,1979-08-09,6
14936,1979-08-08,10
14937,1979-08-07,7
14938,1979-08-06,10
14939,1979-08-05,5
14940,1979-08-04,8
14941,1979-08-03,9
14942,1979-08-02,4
14943,1979-08-01,8
14944,1979-07-31,10
14945,1979-07-30,9
14946,1979-07-29,6
14947,1979-07-28,8
14948,1979-07-27,10
14949,1979-07-26,10
14950,1979-07-25,11
14951,1979-07-24,8
14952,1979-07-23,5
14953,1979-07-22,3
14954,1979-07-21,10
14955,1979-07-20,7
14956,1979-07-19,13
14957,1979-07-18,12
14958,1979-07-17,8
14959,1979-07-16,6
14960,1979-07-15,6
14961,1979-07-14,7
14962,1979-07-13,10
14963,1979-07-12,10
14964,1979-07-11,16
14965,1979-07-10,13
14966,1979-07-09,7
14967,1979-07-08,9
14968,1979-07-07,7
14969,1979-07-06,14
14970,1979-07-05,11
14971,1979-07-04,10
14972,1979-07-03,8
14973,1979-07-02,8
14974,1979-07-01,9
14975,1979-06-30,5
14976,1979-06-29,12
14977,1979-06-28,12
14978,1979-06-27,11
14979,1979-06-26,3
14980,1979-06-25,6
14981,1979-06-24,11
14982,1979-06-23,13
14983,1979-06-22,10
14984,1979-06-21,8
14985,1979-06-20,12
14986,1979-06-19,10
14987,1979-06-18,7
14988,1979-06-17,6
14989,1979-06-16,8
14990,1979-06-15,11
14991,1979-06-14,14
14992,1979-06-13,12
14993,1979-06-12,8
14994,1979-06-11,12
14995,1979-06-10,16
14996,1979-06-09,7
14997,1979-06-08,11
14998,1979-06-07,13
14999,1979-06-06,5
15000,1979-06-05,12
15001,1979-06-04,5
15002,1979-06-03,12
15003,1979-06-02,10
15004,1979-06-01,8
15005,1979-05-31,4
15006,1979-05-30,8
15007,1979-05-29,9
15008,1979-05-28,12
15009,1979-05-27,6
15010,1979-05-26,10
15011,1979-05-25,14
15012,1979-05-24,10
15013,1979-05-23,12
15014,1979-05-22,7
15015,1979-05-21,13
15016,1979-05-20,9
15017,1979-05-19,13
15018,1979-05-18,11
15019,1979-05-17,10
15020,1979-05-16,6
15021,1979-05-15,6
15022,1979-05-14,7
15023,1979-05-13,10
15024,1979-05-12,10
15025,1979-05-11,8
15026,1979-05-10,8
15027,1979-05-09,8
15028,1979-05-08,6
15029,1979-05-07,9
15030,1979-05-06,8
15031,1979-05-05,5
15032,1979-05-04,11
15033,1979-05-03,6
15034,1979-05-02,9
15035,1979-05-01,13
15036,1979-04-30,7
15037,1979-04-29,10
15038,1979-04-28,5
15039,1979-04-27,10
15040,1979-04-26,3
15041,1979-04-25,13
15042,1979-04-24,3
15043,1979-04-23,12
15044,1979-04-22,11
15045,1979-04-21,9
15046,1979-04-20,9
15047,1979-04-19,13
15048,1979-04-18,8
15049,1979-04-17,14
15050,1979-04-16,10
15051,1979-04-15,11
15052,1979-04-14,14
15053,1979-04-13,8
15054,1979-04-12,6
15055,1979-04-11,14
15056,1979-04-10,10
15057,1979-04-09,8
15058,1979-04-08,9
15059,1979-04-07,13
15060,1979-04-06,6
15061,1979-04-05,5
15062,1979-04-04,10
15063,1979-04-03,8
15064,1979-04-02,8
15065,1979-04-01,17
15066,1979-03-31,8
15067,1979-03-30,9
15068,1979-03-29,13
15069,1979-03-28,12
15070,1979-03-27,10
15071,1979-03-26,11
15072,1979-03-25,8
15073,1979-03-24,11
15074,1979-03-23,10
15075,1979-03-22,9
15076,1979-03-21,12
15077,1979-03-20,11
15078,1979-03-19,11
15079,1979-03-18,8
15080,1979-03-17,12
15081,1979-03-16,5
15082,1979-03-15,8
15083,1979-03-14,10
15084,1979-03-13,9
15085,1979-03-12,13
15086,1979-03-11,10
15087,1979-03-10,8
15088,1979-03-09,13
15089,1979-03-08,5
15090,1979-03-07,5
15091,1979-03-06,9
15092,1979-03-05,10
15093,1979-03-04,9
15094,1979-03-03,9
15095,1979-03-02,7
15096,1979-03-01,9
15097,1979-02-28,13
15098,1979-02-27,10
15099,1979-02-26,7
15100,1979-02-25,7
15101,1979-02-24,16
15102,1979-02-23,9
15103,1979-02-22,6
15104,1979-02-21,9
15105,1979-02-20,6
15106,1979-02-19,8
15107,1979-02-18,4
15108,1979-02-17,7
15109,1979-02-16,11
15110,1979-02-15,10
15111,1979-02-14,11
15112,1979-02-13,10
15113,1979-02-12,9
15114,1979-02-11,6
15115,1979-02-10,9
15116,1979-02-09,12
15117,1979-02-08,7
15118,1979-02-07,6
15119,1979-02-06,15
15120,1979-02-05,6
15121,1979-02-04,3
15122,1979-02-03,8
15123,1979-02-02,9
15124,1979-02-01,6
15125,1979-01-31,5
15126,1979-01-30,9
15127,1979-01-29,7
15128,1979-01-28,10
15129,1979-01-27,12
15130,1979-01-26,8
15131,1979-01-25,10
15132,1979-01-24,10
15133,1979-01-23,9
15134,1979-01-22,11
15135,1979-01-21,8
15136,1979-01-20,12
15137,1979-01-19,9
15138,1979-01-18,12
15139,1979-01-17,4
15140,1979-01-16,11
15141,1979-01-15,10
15142,1979-01-14,5
15143,1979-01-13,7
15144,1979-01-12,9
15145,1979-01-11,7
15146,1979-01-10,13
15147,1979-01-09,16
15148,1979-01-08,10
15149,1979-01-07,8
15150,1979-01-06,5
15151,1979-01-05,10
15152,1979-01-04,13
15153,1979-01-03,12
15154,1979-01-02,13
15155,1979-01-01,12
15156,1978-12-31,9
15157,1978-12-30,6
15158,1978-12-29,15
15159,1978-12-28,12
15160,1978-12-27,8
15161,1978-12-26,12
15162,1978-12-25,4
15163,1978-12-24,12
15164,1978-12-23,16
15165,1978-12-22,6
15166,1978-12-21,16
15167,1978-12-20,7
15168,1978-12-19,8
15169,1978-12-18,6
15170,1978-12-17,8
15171,1978-12-16,5
15172,1978-12-15,16
15173,1978-12-14,7
15174,1978-12-13,9
15175,1978-12-12,8
15176,1978-12-11,9
15177,1978-12-10,9
15178,1978-12-09,10
15179,1978-12-08,8
15180,1978-12-07,11
15181,1978-12-06,5
15182,1978-12-05,1
15183,1978-12-04,8
15184,1978-12-03,5
15185,1978-12-02,11
15186,1978-12-01,11
15187,1978-11-30,11
15188,1978-11-29,13
15189,1978-11-28,12
15190,1978-11-27,9
15191,1978-11-26,8
15192,1978-11-25,14
15193,1978-11-24,6
15194,1978-11-23,7
15195,1978-11-22,16
15196,1978-11-21,7
15197,1978-11-20,12
15198,1978-11-19,7
15199,1978-11-18,23
15200,1978-11-17,8
15201,1978-11-16,4
15202,1978-11-15,5
15203,1978-11-14,10
15204,1978-11-13,6
15205,1978-11-12,16
15206,1978-11-11,11
15207,1978-11-10,10
15208,1978-11-09,6
15209,1978-11-08,12
15210,1978-11-07,13
15211,1978-11-06,8
15212,1978-11-05,5
15213,1978-11-04,5
15214,1978-11-03,10
15215,1978-11-02,5
15216,1978-11-01,14
15217,1978-10-31,10
15218,1978-10-30,6
15219,1978-10-29,8
15220,1978-10-28,16
15221,1978-10-27,11
15222,1978-10-26,11
15223,1978-10-25,17
15224,1978-10-24,14
15225,1978-10-23,8
15226,1978-10-22,8
15227,1978-10-21,7
15228,1978-10-20,10
15229,1978-10-19,20
15230,1978-10-18,14
15231,1978-10-17,8
15232,1978-10-16,9
15233,1978-10-15,9
15234,1978-10-14,8
15235,1978-10-13,11
15236,1978-10-12,9
15237,1978-10-11,10
15238,1978-10-10,8
15239,1978-10-09,10
15240,1978-10-08,11
15241,1978-10-07,11
15242,1978-10-06,7
15243,1978-10-05,9
15244,1978-10-04,14
15245,1978-10-03,6
15246,1978-10-02,5
15247,1978-10-01,14
15248,1978-09-30,7
15249,1978-09-29,12
15250,1978-09-28,8
15251,1978-09-27,8
15252,1978-09-26,6
15253,1978-09-25,14
15254,1978-09-24,8
15255,1978-09-23,4
15256,1978-09-22,10
15257,1978-09-21,14
15258,1978-09-20,12
15259,1978-09-19,14
15260,1978-09-18,17
15261,1978-09-17,6
15262,1978-09-16,7
15263,1978-09-15,4
15264,1978-09-14,7
15265,1978-09-13,6
15266,1978-09-12,13
15267,1978-09-11,5
15268,1978-09-10,9
15269,1978-09-09,16
15270,1978-09-08,16
15271,1978-09-07,15
15272,1978-09-06,10
15273,1978-09-05,9
15274,1978-09-04,14
15275,1978-09-03,7
15276,1978-09-02,10
15277,1978-09-01,15
15278,1978-08-31,5
15279,1978-08-30,9
15280,1978-08-29,8
15281,1978-08-28,15
15282,1978-08-27,14
15283,1978-08-26,7
15284,1978-08-25,11
15285,1978-08-24,12
15286,1978-08-23,11
15287,1978-08-22,9
15288,1978-08-21,10
15289,1978-08-20,13
15290,1978-08-19,13
15291,1978-08-18,7
15292,1978-08-17,8
15293,1978-08-16,7
15294,1978-08-15,8
15295,1978-08-14,9
15296,1978-08-13,8
15297,1978-08-12,15
15298,1978-08-11,10
15299,1978-08-10,2
15300,1978-08-09,16
15301,1978-08-08,10
15302,1978-08-07,16
15303,1978-08-06,8
15304,1978-08-05,10
15305,1978-08-04,10
15306,1978-08-03,14
15307,1978-08-02,12
15308,1978-08-01,11
15309,1978-07-31,10
15310,1978-07-30,19
15311,1978-07-29,11
15312,1978-07-28,8
15313,1978-07-27,10
15314,1978-07-26,6
15315,1978-07-25,11
15316,1978-07-24,12
15317,1978-07-23,11
15318,1978-07-22,12
15319,1978-07-21,10
15320,1978-07-20,18
15321,1978-07-19,8
15322,1978-07-18,8
15323,1978-07-17,9
15324,1978-07-16,4
15325,1978-07-15,8
15326,1978-07-14,9
15327,1978-07-13,4
15328,1978-07-12,4
15329,1978-07-11,8
15330,1978-07-10,9
15331,1978-07-09,9
15332,1978-07-08,10
15333,1978-07-07,7
15334,1978-07-06,9
15335,1978-07-05,8
15336,1978-07-04,11
15337,1978-07-03,6
15338,1978-07-02,11
15339,1978-07-01,10
15340,1978-06-30,10
15341,1978-06-29,7
15342,1978-06-28,9
15343,1978-06-27,6
15344,1978-06-26,11
15345,1978-06-25,10
15346,1978-06-24,13
15347,1978-06-23,7
15348,1978-06-22,12
15349,1978-06-21,7
15350,1978-06-20,7
15351,1978-06-19,14
15352,1978-06-18,12
15353,1978-06-17,7
15354,1978-06-16,11
15355,1978-06-15,10
15356,1978-06-14,6
15357,1978-06-13,8
15358,1978-06-12,13
15359,1978-06-11,11
15360,1978-06-10,9
15361,1978-06-09,10
15362,1978-06-08,7
15363,1978-06-07,14
15364,1978-06-06,6
15365,1978-06-05,13
15366,1978-06-04,13
15367,1978-06-03,7
15368,1978-06-02,9
15369,1978-06-01,11
15370,1978-05-31,4
15371,1978-05-30,13
15372,1978-05-29,9
15373,1978-05-28,9
15374,1978-05-27,7
15375,1978-05-26,13
15376,1978-05-25,9
15377,1978-05-24,9
15378,1978-05-23,15
15379,1978-05-22,10
15380,1978-05-21,14
15381,1978-05-20,4
15382,1978-05-19,9
15383,1978-05-18,11
15384,1978-05-17,13
15385,1978-05-16,6
15386,1978-05-15,20
15387,1978-05-14,8
15388,1978-05-13,9
15389,1978-05-12,14
15390,1978-05-11,7
15391,1978-05-10,14
15392,1978-05-09,13
15393,1978-05-08,7
15394,1978-05-07,10
15395,1978-05-06,8
15396,1978-05-05,9
15397,1978-05-04,7
15398,1978-05-03,6
15399,1978-05-02,14
15400,1978-05-01,13
15401,1978-04-30,10
15402,1978-04-29,7
15403,1978-04-28,6
15404,1978-04-27,11
15405,1978-04-26,12
15406,1978-04-25,9
